"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"0689801645";"Mother Earth";"Nancy Luenn";"1995";"Aladdin";"http://images.amazon.com/images/P/0689801645.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0689801645.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0689801645.01.LZZZZZZZ.jpg"
"0553569635";"Blood Test (Alex Delaware Novels (Paperback))";"Jonathan Kellerman";"1995";"Bantam Books";"http://images.amazon.com/images/P/0553569635.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553569635.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553569635.01.LZZZZZZZ.jpg"
"0525451560";"Tortoise Brings the Mail";"Dee Lillegard";"1997";"Dutton Books";"http://images.amazon.com/images/P/0525451560.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0525451560.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0525451560.01.LZZZZZZZ.jpg"
"0449004856";"The Passion";"NICOLE JORDAN";"2000";"Ivy Books";"http://images.amazon.com/images/P/0449004856.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449004856.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449004856.01.LZZZZZZZ.jpg"
"0671009109";"ANOTHER LIFE";"Donna Anders";"1998";"Pocket";"http://images.amazon.com/images/P/0671009109.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671009109.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671009109.01.LZZZZZZZ.jpg"
"0380790076";"Simply Irresistible (Avon Light Contemporary Romances)";"Rachel Gibson";"1998";"Avon";"http://images.amazon.com/images/P/0380790076.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380790076.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380790076.01.LZZZZZZZ.jpg"
"0671872699";"The LOST MIND : THE LOST MIND";"Christopher Pike";"1995";"Simon Pulse";"http://images.amazon.com/images/P/0671872699.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671872699.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671872699.01.LZZZZZZZ.jpg"
"0671872702";"The VISITOR : THE VISITOR";"Christopher Pike";"1995";"Simon Pulse";"http://images.amazon.com/images/P/0671872702.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671872702.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671872702.01.LZZZZZZZ.jpg"
"067102342X";"A Girl Named Summer";"Julie Garwood";"1998";"Simon Pulse";"http://images.amazon.com/images/P/067102342X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067102342X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/067102342X.01.LZZZZZZZ.jpg"
"0764222430";"Roses for Mama (Women of the West)";"Janette Oke";"1999";"Bethany House Publishers";"http://images.amazon.com/images/P/0764222430.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0764222430.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0764222430.01.LZZZZZZZ.jpg"
"0312972741";"In the Event of My Death";"Carlene Thompson";"1999";"St. Martin's Press";"http://images.amazon.com/images/P/0312972741.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312972741.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312972741.01.LZZZZZZZ.jpg"
"0373078919";"Owen'S Touch (Try To Remember) (Silhouette Intimate Moments, 891)";"Lee Magner";"1998";"Silhouette";"http://images.amazon.com/images/P/0373078919.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373078919.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373078919.01.LZZZZZZZ.jpg"
"0843941502";"Flame";"Connie Mason";"1997";"Leisure Books";"http://images.amazon.com/images/P/0843941502.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0843941502.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0843941502.01.LZZZZZZZ.jpg"
"0671792822";"STREETS OF LAREDO";"Larry McMurtry";"1994";"Pocket";"http://images.amazon.com/images/P/0671792822.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671792822.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671792822.01.LZZZZZZZ.jpg"
"0671670913";"ANYTHING FOR BILLY";"Larry McMurtry";"1989";"Pocket";"http://images.amazon.com/images/P/0671670913.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671670913.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671670913.01.LZZZZZZZ.jpg"
"0373099576";"Does Anybody Know Who Allison Is? (Silhouette Special Edition, No 957)";"Tracy Sinclair";"1995";"Silhouette";"http://images.amazon.com/images/P/0373099576.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373099576.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373099576.01.LZZZZZZZ.jpg"
"0486264696";"Hedda Gabler (Dover Thrift Editions)";"Henrik Ibsen";"1990";"Dover Publications";"http://images.amazon.com/images/P/0486264696.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486264696.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486264696.01.LZZZZZZZ.jpg"
"0486266826";"The Cherry Orchard (Dover Thrift Editions)";"Anton Pavlovich Chekhov";"1991";"Dover Publications";"http://images.amazon.com/images/P/0486266826.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486266826.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486266826.01.LZZZZZZZ.jpg"
"0486406512";"A Tale of Two Cities (Dover Thrift Editions)";"Charles Dickens";"1999";"Dover Publications";"http://images.amazon.com/images/P/0486406512.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486406512.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486406512.01.LZZZZZZZ.jpg"
"0486292738";"Gulliver's Travels (Dover Thrift Editions)";"Jonathan Swift";"1996";"Dover Publications";"http://images.amazon.com/images/P/0486292738.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486292738.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486292738.01.LZZZZZZZ.jpg"
"0486295702";"Tarzan of the Apes (Dover Thrif)";"Edgar Rice Burroughs";"1997";"Dover Publications";"http://images.amazon.com/images/P/0486295702.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486295702.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486295702.01.LZZZZZZZ.jpg"
"0486406504";"Lord Jim (Dover Thrift Editions)";"Joseph Conrad";"1999";"Dover Publications";"http://images.amazon.com/images/P/0486406504.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486406504.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486406504.01.LZZZZZZZ.jpg"
"1579545874";"Indian Summer: The Tragic Story of Louis Francis Sockalexis, the First Native American in Major League Baseball";"Brian McDonald";"2003";"Rodale Books";"http://images.amazon.com/images/P/1579545874.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1579545874.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1579545874.01.LZZZZZZZ.jpg"
"0399138358";"Thunder Point";"Jack Higgins";"1993";"Putnam Pub Group";"http://images.amazon.com/images/P/0399138358.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0399138358.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0399138358.01.LZZZZZZZ.jpg"
"0312929757";"Never Look Back";"Ridley Pearson";"1993";"St. Martin's Press";"http://images.amazon.com/images/P/0312929757.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312929757.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312929757.01.LZZZZZZZ.jpg"
"0373201354";"Match For Mom (By Request) (Harlequin by Request)";"Anne Mather";"1997";"Harlequin";"http://images.amazon.com/images/P/0373201354.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373201354.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373201354.01.LZZZZZZZ.jpg"
"0373262892";"Robbed Blind";"Roy Hart";"1998";"Worldwide Library";"http://images.amazon.com/images/P/0373262892.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373262892.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373262892.01.LZZZZZZZ.jpg"
"0812571002";"A Wilderness of Mirrors (Amelia Pierce Mysteries)";"Dev Stryker";"2001";"Forge";"http://images.amazon.com/images/P/0812571002.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812571002.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812571002.01.LZZZZZZZ.jpg"
"0451148029";"The Deep End";"Joy Fielding";"1993";"Signet Book";"http://images.amazon.com/images/P/0451148029.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451148029.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451148029.01.LZZZZZZZ.jpg"
"0373707223";"See No Evil (Loving Dangerously) (Harlequin Superromance, No 722)";"Cyndi Hayes";"1996";"Harlequin";"http://images.amazon.com/images/P/0373707223.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373707223.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373707223.01.LZZZZZZZ.jpg"
"0061001651";"The Eye of Anna";"Anna Wingate";"1991";"Harper Mass Market Paperbacks (Mm)";"http://images.amazon.com/images/P/0061001651.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061001651.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061001651.01.LZZZZZZZ.jpg"
"0553578766";"Tales from the Empire: Stories from Star Wars Adventure Journal";"Peter Schweighofer";"1997";"Spectra Books";"http://images.amazon.com/images/P/0553578766.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553578766.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553578766.01.LZZZZZZZ.jpg"
"0553276875";"The Skyliners : The Sacketts (Sacketts)";"LOUIS L'AMOUR";"1980";"Bantam";"http://images.amazon.com/images/P/0553276875.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553276875.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553276875.01.LZZZZZZZ.jpg"
"0373707401";"Twenty - Third Man (Harlequin Super Romance, No 740)";"Peggy Nicholson";"1997";"Harlequin";"http://images.amazon.com/images/P/0373707401.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373707401.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373707401.01.LZZZZZZZ.jpg"
"0373035594";"One - Week Marriage (Harlequin Romance, 3559)";"Renee Roszel";"1999";"Harlequin";"http://images.amazon.com/images/P/0373035594.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373035594.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373035594.01.LZZZZZZZ.jpg"
"0525947183";"Ghost Riders";"Sharyn McCrumb";"2003";"Dutton Books";"http://images.amazon.com/images/P/0525947183.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0525947183.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0525947183.01.LZZZZZZZ.jpg"
"0486264653";"Red Badge of Courage (Dover Thrift Edition)";"Stephen Crane";"1990";"Dover Publications";"http://images.amazon.com/images/P/0486264653.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486264653.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486264653.01.LZZZZZZZ.jpg"
"0486408825";"The House of the Seven Gables (Dover Thrift Editions)";"Nathaniel Hawthorne";"1999";"Dover Publications";"http://images.amazon.com/images/P/0486408825.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486408825.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486408825.01.LZZZZZZZ.jpg"
"067101966X";"Sweet Fortune";"Jayne Ann Krentz";"1998";"Pocket";"http://images.amazon.com/images/P/067101966X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067101966X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/067101966X.01.LZZZZZZZ.jpg"
"0380769549";"Forbidden";"Elizabeth Lowell";"1993";"Avon";"http://images.amazon.com/images/P/0380769549.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380769549.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380769549.01.LZZZZZZZ.jpg"
"0821759973";"In Our Dreams";"Linda Lael Miller";"1998";"Zebra Books";"http://images.amazon.com/images/P/0821759973.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0821759973.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0821759973.01.LZZZZZZZ.jpg"
"0451202546";"The Devil's Heiress";"Jo Beverley";"2001";"Signet Book";"http://images.amazon.com/images/P/0451202546.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451202546.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451202546.01.LZZZZZZZ.jpg"
"0373122721";"Ethan's Temptress Bride  (Hot-Blooded Husbands) (Harlequin Presents, No. 2272)";"Michelle Reid";"2002";"Harlequin";"http://images.amazon.com/images/P/0373122721.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373122721.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373122721.01.LZZZZZZZ.jpg"
"0373120753";"Marriage Ultimatum (Harlequin Presents, No. 2075)";"Lindsay Armstrong";"1999";"Harlequin";"http://images.amazon.com/images/P/0373120753.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373120753.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373120753.01.LZZZZZZZ.jpg"
"0671025740";"The Wedding Raffle";"Geralyn Dawson";"1998";"Pocket";"http://images.amazon.com/images/P/0671025740.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671025740.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671025740.01.LZZZZZZZ.jpg"
"0440216877";"Promises";"Belva Plain";"1997";"Dell";"http://images.amazon.com/images/P/0440216877.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440216877.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440216877.01.LZZZZZZZ.jpg"
"0373121423";"Prince Of Deceit (Xmas) (Presents, 2142)";"Cathy Williams";"2000";"Harlequin";"http://images.amazon.com/images/P/0373121423.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373121423.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373121423.01.LZZZZZZZ.jpg"
"0671870114";"Saving Grace";"Julie Garwood";"1994";"Pocket";"http://images.amazon.com/images/P/0671870114.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671870114.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671870114.01.LZZZZZZZ.jpg"
"1551666243";"Man With A Past";"Jayne Ann Krentz";"2000";"Mira";"http://images.amazon.com/images/P/1551666243.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1551666243.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1551666243.01.LZZZZZZZ.jpg"
"0399140425";"Angel of Death";"Jack Higgins";"1995";"Putnam Publishing Group";"http://images.amazon.com/images/P/0399140425.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0399140425.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0399140425.01.LZZZZZZZ.jpg"
"0671019708";"After The Night";"Linda Howard";"1997";"Pocket";"http://images.amazon.com/images/P/0671019708.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671019708.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671019708.01.LZZZZZZZ.jpg"
"1551664771";"Against The Rules";"Linda Howard";"1998";"Mira";"http://images.amazon.com/images/P/1551664771.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1551664771.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1551664771.01.LZZZZZZZ.jpg"
"0671011359";"Hidden Talents";"Jayne Ann Krentz";"1997";"Pocket";"http://images.amazon.com/images/P/0671011359.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671011359.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671011359.01.LZZZZZZZ.jpg"
"038089968X";"Chain Letter (Avon Camelot Books (Paperback))";"Christopher Pike";"1986";"Avon";"http://images.amazon.com/images/P/038089968X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/038089968X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/038089968X.01.LZZZZZZZ.jpg"
"0671021435";"AMARYLLIS";"Jayne Castle";"1996";"Pocket";"http://images.amazon.com/images/P/0671021435.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671021435.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671021435.01.LZZZZZZZ.jpg"
"0373120761";"Natural Mother (Harlequin Presents, No. 2076)";"Cathy Williams";"1999";"Harlequin";"http://images.amazon.com/images/P/0373120761.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373120761.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373120761.01.LZZZZZZZ.jpg"
"0373122845";"THE Greek Bridegroom";"Helen Bianchin";"2002";"Harlequin";"http://images.amazon.com/images/P/0373122845.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373122845.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373122845.01.LZZZZZZZ.jpg"
"0373120702";"Yuletide Child (Expecting!) (Harlequin Presents, No. 2070)";"Arnette Lamb";"1999";"Harlequin";"http://images.amazon.com/images/P/0373120702.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373120702.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373120702.01.LZZZZZZZ.jpg"
"0373122713";"An Arabian Marriage  (Sister Brides) (Harlequin Presents, No. 2271)";"Lynne Graham";"2002";"Harlequin";"http://images.amazon.com/images/P/0373122713.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373122713.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373122713.01.LZZZZZZZ.jpg"
"0373122756";"The Hired Husband  (Wedlocked!) (Harlequin Presents, No. 2275)";"Kate Walker";"2002";"Harlequin";"http://images.amazon.com/images/P/0373122756.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373122756.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373122756.01.LZZZZZZZ.jpg"
"0373122292";"City - Girl Bride (Harlequin Presents, No. 2229)";"Penny Jordan";"2002";"Harlequin";"http://images.amazon.com/images/P/0373122292.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373122292.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373122292.01.LZZZZZZZ.jpg"
"1551664143";"Perfect Family";"Penny Jordan";"1998";"Mira";"http://images.amazon.com/images/P/1551664143.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1551664143.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1551664143.01.LZZZZZZZ.jpg"
"0671034480";"Sizzle All Day (Sonnet Books)";"Geralyn Dawson";"2000";"Pocket";"http://images.amazon.com/images/P/0671034480.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671034480.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671034480.01.LZZZZZZZ.jpg"
"0373105851";"Betrayal (Harlequin Presents)";"Charlotte Lamb";"1983";"Harlequin";"http://images.amazon.com/images/P/0373105851.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373105851.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373105851.01.LZZZZZZZ.jpg"
"0373835167";"Dark Stranger";"Heather Graham";"2002";"Harlequin";"http://images.amazon.com/images/P/0373835167.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373835167.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373835167.01.LZZZZZZZ.jpg"
"0373254431";"Terminally Single (Harlequin Temptation, No 443)";"Kate Jenkins";"1991";"Harlequin";"http://images.amazon.com/images/P/0373254431.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373254431.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373254431.01.LZZZZZZZ.jpg"
"0373484461";"Long, Tall Texans (Calhoun, Justin, and Tyler)";"Diana Palmer";"2001";"Silhouette";"http://images.amazon.com/images/P/0373484461.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373484461.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373484461.01.LZZZZZZZ.jpg"
"1551665743";"Mackenzie'S Mountain";"Linda Howard";"2000";"Mira";"http://images.amazon.com/images/P/1551665743.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1551665743.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1551665743.01.LZZZZZZZ.jpg"
"155166478X";"Cutting Edge";"Linda Howard";"1998";"Mira";"http://images.amazon.com/images/P/155166478X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/155166478X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/155166478X.01.LZZZZZZZ.jpg"
"0515128015";"Eclipse Bay";"Jayne Ann Krentz";"2000";"Jove Books";"http://images.amazon.com/images/P/0515128015.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0515128015.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0515128015.01.LZZZZZZZ.jpg"
"0373483791";"Love With A Long Tall Texan";"Diana Palmer";"1999";"Harlequin";"http://images.amazon.com/images/P/0373483791.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373483791.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373483791.01.LZZZZZZZ.jpg"
"0373122225";"Merger By Matrimony (9 To 5) (Harlequin Presents, No. 2222)";"Cathy Williams";"2001";"Harlequin";"http://images.amazon.com/images/P/0373122225.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373122225.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373122225.01.LZZZZZZZ.jpg"
"0373483864";"Lone Star Christmas ... And Other Gifts";"Diana Palmer";"1999";"Silhouette";"http://images.amazon.com/images/P/0373483864.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373483864.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373483864.01.LZZZZZZZ.jpg"
"0743403622";"Springwater Seasons";"Linda Lael Miller";"2000";"Pocket";"http://images.amazon.com/images/P/0743403622.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0743403622.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0743403622.01.LZZZZZZZ.jpg"
